Data;Giornata;Fonte;Tema;Citazione;Author;Note;JS
05-set;International Day of Charity;https://un.org;Solidarietà;Ogni passo verso il cambiamento in solidarietà nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""solidarietà"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in solidarietà nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""solidarietà\"" e falla entro stasera, anche se è minuscola.""
},"
08-set;International Literacy Day;https://unesco.org;Educazione;Ogni passo verso il cambiamento in educazione nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""educazione"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in educazione nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""educazione\"" e falla entro stasera, anche se è minuscola.""
},"
10-set;World Suicide Prevention Day;https://who.int;Salute;Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""salute"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""salute\"" e falla entro stasera, anche se è minuscola.""
},"
15-set;International Day of Democracy;https://un.org;Politica;Ogni passo verso il cambiamento in politica nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""politica"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in politica nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""politica\"" e falla entro stasera, anche se è minuscola.""
},"
16-set;World Ozone Day;https://un.org;Ambiente;Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""ambiente"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""ambiente\"" e falla entro stasera, anche se è minuscola.""
},"
21-set;International Day of Peace;https://un.org;Pace;Ogni passo verso il cambiamento in pace nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""pace"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in pace nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""pace\"" e falla entro stasera, anche se è minuscola.""
},"
27-set;World Tourism Day;https://un.org;Turismo;Ogni passo verso il cambiamento in turismo nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""turismo"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in turismo nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""turismo\"" e falla entro stasera, anche se è minuscola.""
},"
01-ott;International Day of Older Persons;https://un.org;Società;Ogni passo verso il cambiamento in società nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""società"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in società nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""società\"" e falla entro stasera, anche se è minuscola.""
},"
02-ott;International Day of Non-Violence;https://un.org;Pace;Ogni passo verso il cambiamento in pace nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""pace"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in pace nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""pace\"" e falla entro stasera, anche se è minuscola.""
},"
05-ott;World Teachers’ Day;https://unesco.org;Educazione;Ogni passo verso il cambiamento in educazione nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""educazione"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in educazione nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""educazione\"" e falla entro stasera, anche se è minuscola.""
},"
10-ott;World Mental Health Day;https://who.int;Salute;Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""salute"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""salute\"" e falla entro stasera, anche se è minuscola.""
},"
11-ott;International Day of the Girl Child;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
13-ott;International Day for Disaster Risk Reduction;https://un.org;Ambiente;Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""ambiente"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""ambiente\"" e falla entro stasera, anche se è minuscola.""
},"
15-ott;Global Handwashing Day;https://who.int;Salute;Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""salute"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""salute\"" e falla entro stasera, anche se è minuscola.""
},"
16-ott;World Food Day;https://fao.org;Alimentazione;Ogni passo verso il cambiamento in alimentazione nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""alimentazione"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in alimentazione nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""alimentazione\"" e falla entro stasera, anche se è minuscola.""
},"
17-ott;International Day for the Eradication of Poverty;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
24-ott;United Nations Day;https://un.org;ONU;Ogni passo verso il cambiamento in onu nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""onu"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in onu nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""onu\"" e falla entro stasera, anche se è minuscola.""
},"
31-ott;World Cities Day;https://un.org;Città;Ogni passo verso il cambiamento in città nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""città"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in città nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""città\"" e falla entro stasera, anche se è minuscola.""
},"
02-nov;International Day to End Impunity for Crimes Against Journalists;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
05-nov;World Tsunami Awareness Day;https://un.org;Ambiente;Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""ambiente"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""ambiente\"" e falla entro stasera, anche se è minuscola.""
},"
14-nov;World Diabetes Day;https://who.int;Salute;Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""salute"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""salute\"" e falla entro stasera, anche se è minuscola.""
},"
16-nov;International Day for Tolerance;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
19-nov;World Toilet Day;https://un.org;Acqua;Ogni passo verso il cambiamento in acqua nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""acqua"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in acqua nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""acqua\"" e falla entro stasera, anche se è minuscola.""
},"
20-nov;Universal Children’s Day;https://un.org;Infanzia;Ogni passo verso il cambiamento in infanzia nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""infanzia"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in infanzia nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""infanzia\"" e falla entro stasera, anche se è minuscola.""
},"
25-nov;International Day for the Elimination of Violence Against Women;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
29-nov;International Day of Solidarity with Palestinian People;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
01-dic;World AIDS Day;https://who.int;Salute;Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""salute"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in salute nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""salute\"" e falla entro stasera, anche se è minuscola.""
},"
02-dic;International Day for Abolition of Slavery;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
03-dic;International Day of Persons with Disabilities;https://un.org;Inclusione;Ogni passo verso il cambiamento in inclusione nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""inclusione"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in inclusione nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""inclusione\"" e falla entro stasera, anche se è minuscola.""
},"
05-dic;World Soil Day;https://fao.org;Ambiente;Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""ambiente"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in ambiente nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""ambiente\"" e falla entro stasera, anche se è minuscola.""
},"
09-dic;International Anti-Corruption Day;https://un.org;Legalità;Ogni passo verso il cambiamento in legalità nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""legalità"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in legalità nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""legalità\"" e falla entro stasera, anche se è minuscola.""
},"
10-dic;Human Rights Day;https://un.org;Diritti;Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""diritti"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in diritti nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""diritti\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #94;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #95;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #96;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #97;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #98;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #99;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #100;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #101;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #102;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #103;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #104;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #105;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #106;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #107;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #108;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #109;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #110;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #111;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #112;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #113;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #114;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #115;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #116;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #117;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #118;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #119;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #120;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #121;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #122;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #123;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
